,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
3039,708425,295,39.4761,39.4874,860.332,3855.564,0.0113,2995.231,-52.66,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3040,708425,296,39.5164,39.5293,955.925,4301.662,0.0129,3345.737,-51.83,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3041,708425,297,39.5632,39.5729,924.061,4014.884,0.0097,3090.824,-48.16,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3042,708425,298,39.602,39.6165,1051.517,4046.749,0.0145,2995.231,-44.45,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3043,708425,299,39.6471,39.6584,828.468,4142.341,0.0113,3313.873,-45.41,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3044,708425,300,39.6859,39.702,892.197,4110.477,0.0161,3218.28,-47.19,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3045,708425,301,39.7311,39.744,892.197,4142.341,0.0129,3250.145,-44.42,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3046,708425,302,39.7746,39.7843,1147.11,4460.983,0.0097,3313.873,-45.32,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3047,708425,303,39.8182,39.8279,1051.517,4588.439,0.0097,3536.922,-42.46,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3048,708425,304,39.8618,39.8715,1083.382,4811.488,0.0097,3728.107,-44.18,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3049,708425,305,39.9021,39.9118,1051.517,4652.168,0.0097,3600.65,-43.68,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3050,708425,306,39.9457,39.9586,892.197,4492.847,0.0129,3600.65,-44.57,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3051,708425,307,42.013,42.0226,892.197,3250.145,0.0097,2357.948,-55.37,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3052,708425,308,42.0598,42.0694,892.197,3409.465,0.0097,2517.269,-55.35,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3053,708425,309,42.1001,42.1082,860.332,3345.737,0.0081,2485.405,-50.58,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3054,708425,310,42.1404,42.1469,924.061,3377.601,0.0065,2453.54,-53.51,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3055,708425,311,42.1872,42.1953,924.061,3282.009,0.0081,2357.948,-54.27,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3056,708425,312,42.2276,42.2373,860.332,4078.613,0.0097,3218.28,-50.51,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3057,708425,313,42.2728,42.2825,860.332,4142.341,0.0097,3282.009,-46.79,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3058,708425,314,42.3164,42.3244,987.789,4333.526,0.0081,3345.737,-46.56,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3059,708425,315,42.3583,42.3696,924.061,4492.847,0.0113,3568.786,-50.1,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3060,708425,316,42.4019,42.4116,987.789,4524.711,0.0097,3536.922,-45.77,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3061,708425,317,42.4438,42.4568,1019.653,4460.983,0.0129,3441.329,-44.33,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3062,708425,318,42.4826,42.4939,955.925,4460.983,0.0113,3505.058,-49.74,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3063,708425,319,42.5261,42.5358,860.332,4524.711,0.0097,3664.379,-47.86,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3064,708425,320,42.5649,42.5746,860.332,4620.303,0.0097,3759.971,-49.56,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3065,708425,321,42.6068,42.6165,892.197,4620.303,0.0097,3728.107,-44.96,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3066,708425,322,42.6472,42.6552,955.925,4524.711,0.0081,3568.786,-48.5,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3067,708425,323,42.6875,42.6956,955.925,4078.613,0.0081,3122.688,-43.31,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3068,708425,324,42.7295,42.7408,924.061,4429.118,0.0113,3505.058,-47.13,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3069,708425,325,42.7698,42.7811,860.332,3377.601,0.0113,2517.269,-49.42,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3070,708425,326,42.8053,42.8199,732.876,3568.786,0.0145,2835.91,-49.07,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3071,708425,327,42.8424,42.8554,860.332,3345.737,0.0129,2485.405,-46.91,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3072,708425,328,42.8828,42.8941,796.604,4843.353,0.0113,4046.749,-50.68,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3073,708425,329,42.9231,42.9344,764.74,3600.65,0.0113,2835.91,-50.87,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3074,708425,330,42.957,42.9716,924.061,3345.737,0.0145,2421.676,-49.34,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3075,708425,331,42.999,43.0103,860.332,3791.835,0.0113,2931.503,-47.52,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3076,708425,332,43.0393,43.0506,860.332,3759.971,0.0113,2899.639,-47.23,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3077,708425,333,43.0829,43.0926,764.74,4014.884,0.0097,3250.145,-49.73,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3078,708425,334,43.1216,43.1297,732.876,3568.786,0.0081,2835.91,-47.58,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3079,708425,335,43.1588,43.17,732.876,3887.428,0.0113,3154.552,-50.23,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3080,708425,336,43.1959,43.2072,669.147,3313.873,0.0113,2644.725,-46.61,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3081,708425,337,43.2346,43.2443,828.468,3282.009,0.0097,2453.54,-46.23,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3082,708425,338,43.2701,43.2814,509.827,3313.873,0.0113,2804.046,-50.45,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3083,708425,339,43.3153,43.3234,828.468,3250.145,0.0081,2421.676,-47.69,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3084,708425,340,43.3572,43.3669,924.061,3282.009,0.0097,2357.948,-50.12,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
